"TERM DESCRIPTION","TERM","SESSION","SESSION DESCRIPTION","DEPARTMENT","SUBJECT","COURSE","CLASS/SECTION NBR","COURSE DESCRIPTION","INSTRUCTOR NAME","GPA GRADES","TOTAL GRADES","SMALL CLASS NOTATION","AVG SECT GPA","AVG STDNT CUM GPA","PERCENT MAJORS","A%","B%","C%","D%","OTHERCNT","A+","A","A-","B+","B","B-","C+","C","C-","D+","D","D-","F","W","WX","I","R","P","S","NY","NR","NC","OTHER","EFFECTIVE DATE"
"SP21","4212","13W","Thirteen Week","INFO","INFO-I","453","11881","COMPUTER & INFORMATION ETHICS","Onesti,Nina Soo","30","32",""," 3.153"," 3.135","78.1","56.7","20.0","13.3","0.0","5","8","5","4","5","1","0","1","3","0","0","0","0","3","1","0","1","0","0","0","0","0","0","0","06-11-2021"
"SP21","4212","13W","Thirteen Week","INFO","INFO-I","453","6149","COMPUTER & INFORMATION ETHICS","Nippert-Eng,Christena","20","23",""," 3.390"," 3.032","82.6","45.0","45.0","5.0","5.0","3","5","1","3","8","1","0","1","0","0","0","1","0","0","2","0","1","0","0","0","0","0","0","0","06-11-2021"
"SP21","4212","13W","Thirteen Week","INFO","INFO-I","453","6472","COMPUTER & INFORMATION ETHICS","Sugimoto,Cassidy Rose","25","31",""," 3.408"," 3.157","78.6","72.0","16.0","4.0","4.0","7","0","12","6","1","2","1","0","1","0","0","1","0","1","2","3","1","0","0","0","0","0","0","0","06-11-2021"
"SP21","4212","13W","Thirteen Week","INFO","INFO-I","453","7833","COMPUTER & INFORMATION ETHICS","Terrell,Jennifer Anne","42","45",""," 3.145"," 3.243","77.3","57.1","23.8","7.1","2.4","7","7","12","5","2","6","2","1","2","0","1","0","0","4","2","1","0","0","0","0","0","0","0","0","06-11-2021"
"SP21","4212","13W","Thirteen Week","INFO","INFO-I","453","9420","COMPUTER & INFORMATION ETHICS","Francisco,Matthew","30","35",""," 3.657"," 3.256","56.3","76.7","20.0","0.0","0.0","6","14","5","4","4","1","1","0","0","0","0","0","0","1","2","3","0","0","0","0","0","0","0","0","06-11-2021"
"SP21","4212","1","Regular Academic Session","INFO","INFO-I","469","12946","COLLECTIVE INTELLIGENCE","Bollen,Johan L.","23","27",""," 3.743"," 3.247","91.3","82.6","13.0","4.3","0.0","4","10","6","3","1","0","2","1","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","06-11-2021"
"SP21","4212","1","Regular Academic Session","INFO","INFO-I","491","3923","CAPSTONE PROJECT INTERNSHIP","Paul,LJ","4","9","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","1","Regular Academic Session","INFO","INFO-I","491","4890","CAPSTONE PROJECT INTERNSHIP","Paul,LJ","7","11",""," 3.957"," 2.964","100","100.0","0.0","0.0","0.0","4","0","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","06-11-2021"
"SP21","4212","1","Regular Academic Session","INFO","INFO-I","491","6001","CAPSTONE PROJECT INTERNSHIP","Thacker,Una","27","27",""," 4.000"," 3.562","96.3","100.0","0.0","0.0","0.0","0","25","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-11-2021"
"SP21","4212","1","Regular Academic Session","INFO","INFO-I","492","4576","SENIOR THESIS","Su,Norman","1","2","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","1","Regular Academic Session","INFO","INFO-I","493","4577","SENIOR THESIS","Su,Norman","2","2","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","1","Regular Academic Session","INFO","INFO-I","495","35802","DESIGN & DEV OF AN INFO SYS","Paul,LJ","8","8",""," 3.750"," 3.428","100","75.0","25.0","0.0","0.0","0","1","4","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-11-2021"
"SP21","4212","1","Regular Academic Session","INFO","INFO-I","495","4575","DESIGN & DEV OF AN INFO SYS","Richert,Daniel John","278","320",""," 2.863"," 3.192","98.4","23.4","43.9","32.0","0.0","44","9","20","36","37","48","37","31","36","22","0","0","0","2","3","1","38","0","0","0","0","0","0","0","06-11-2021"
"SP21","4212","1","Regular Academic Session","INFO","INFO-I","500","9638","FUNDAMENTAL COMP CONCEPTS INFO","Siek,Jeremy","0","2","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","13W","Thirteen Week","INFO","INFO-I","502","6150","HUMAN-CENTERED RSRCH METHODS","Sabanovic,Selma","23","24",""," 3.800"," 3.843","95.8","82.6","17.4","0.0","0.0","1","0","15","4","3","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","06-11-2021"
"SP21","4212","1","Regular Academic Session","INFO","INFO-I","505","34720","SOCIAL MEDIA INFORMATICS","Paolillo,John C.","7","9",""," 3.829"," 3.794","42.9","100.0","0.0","0.0","0.0","2","1","2","4","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","06-11-2021"
"SP21","4212","13W","Thirteen Week","INFO","INFO-I","513","36829","USABLE ARTIFICIAL INTELLIGENCE","Shih,Patrick C","6","10",""," 3.900"," 3.824","83.3","100.0","0.0","0.0","0.0","4","0","4","2","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","06-11-2021"
"SP21","4212","1","Regular Academic Session","INFO","INFO-I","526","11477","APPLIED MACHINE LEARNING","Shanahan,James","39","43",""," 3.872"," 3.761","2.3","87.2","12.8","0.0","0.0","4","17","17","0","0","5","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","06-11-2021"
"SP21","4212","1","Regular Academic Session","INFO","INFO-I","529","4578","MACHINE LEARNING BIOINFORMATCS","Wang,Yijie","9","12",""," 3.556"," 3.758","0","55.6","44.4","0.0","0.0","3","3","2","0","1","2","1","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","06-11-2021"
"SP21","4212","1","Regular Academic Session","INFO","INFO-I","530","7512","FIELD DEPLOYMENTS","Clawson,James","5","5","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","1","Regular Academic Session","INFO","INFO-I","533","9264","SYST&PROTOCOL SECUR&INFO ASSUR","Wang,Xiaofeng","20","24",""," 3.660"," 3.526","0","80.0","15.0","5.0","0.0","4","2","6","8","2","1","0","0","1","0","0","0","0","0","2","1","1","0","0","0","0","0","0","0","06-11-2021"
"SP21","4212","1","Regular Academic Session","INFO","INFO-I","535","11376","MGMT ACCESS USE BIG DATA","Kouper,Inna","39","43",""," 3.797"," 3.692","0","84.6","12.8","2.6","0.0","4","0","30","3","2","1","2","0","1","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","06-11-2021"
"SP21","4212","1","Regular Academic Session","INFO","INFO-I","538","13461","INTRODUCTION TO CRYPTOGRAPHY","Huang,Yan","2","3","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","1","Regular Academic Session","INFO","INFO-I","543","11393","INTERACTION DESIGN METHODS","Su,Norman","1","3","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","1","Regular Academic Session","INFO","INFO-I","543","5924","INTERACTION DESIGN METHODS","Su,Norman","32","32",""," 3.941"," 3.956","96.9","96.9","3.1","0.0","0.0","0","4","24","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-11-2021"
"SP21","4212","1","Regular Academic Session","INFO","INFO-I","554","2598","IND ST HUM COMPUTER INTERACTN","Blevis,Eli B.","3","3","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","1","Regular Academic Session","INFO","INFO-I","561","31830","MEANING AND FORM IN HCI","Blevis,Eli B.","22","24",""," 4.000"," 3.950","95.5","100.0","0.0","0.0","0.0","2","0","22","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","06-11-2021"
"SP21","4212","1","Regular Academic Session","INFO","INFO-I","561","31831","MEANING AND FORM IN HCI","Blevis,Eli B.","14","14",""," 4.000"," 3.945","92.9","100.0","0.0","0.0","0.0","0","3","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-11-2021"
"SP21","4212","13W","Thirteen Week","INFO","INFO-I","567","37235","DESIGN STRATEGY","Merritt,Samantha S","19","23",""," 3.937"," 3.888","100","100.0","0.0","0.0","0.0","4","4","11","4","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","06-11-2021"
"SP21","4212","1","Regular Academic Session","INFO","INFO-I","590","10441","TOPICS IN INFORMATICS","Francisco,Matthew","1","2","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","13W","Thirteen Week","INFO","INFO-I","590","10463","TOPICS IN INFORMATICS","Blevis,Shunying An","3","5","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","13W","Thirteen Week","INFO","INFO-I","590","11371","TOPICS IN INFORMATICS","Ekbia,Hamid","6","8",""," 3.950"," 3.770","66.7","100.0","0.0","0.0","0.0","2","1","4","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","06-11-2021"
"SP21","4212","1","Regular Academic Session","INFO","INFO-I","590","11951","TOPICS IN INFORMATICS","Liao,Xiaojing","4","6","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","1","Regular Academic Session","INFO","INFO-I","590","13449","TOPICS IN INFORMATICS","Wood,Justin Newell","2","3","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","13W","Thirteen Week","INFO","INFO-I","590","13637","TOPICS IN INFORMATICS","Wood,Brian William","2","2","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","13W","Thirteen Week","INFO","INFO-I","590","29786","TOPICS IN INFORMATICS","Su,Norman","10","14",""," 3.900"," 3.770","90.9","90.0","10.0","0.0","0.0","4","6","2","1","1","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","1","0","06-11-2021"
"SP21","4212","WNT","Winter Session","INFO","INFO-I","590","31768","TOPICS IN INFORMATICS","Wood,Brian William","6","8",""," 4.000"," 3.905","83.3","100.0","0.0","0.0","0.0","2","5","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","06-11-2021"
"SP21","4212","WNT","Winter Session","INFO","INFO-I","590","31770","TOPICS IN INFORMATICS","Hunsucker,Andy Joseph","20","30",""," 3.810"," 3.871","95.2","90.0","10.0","0.0","0.0","10","3","7","8","2","0","0","0","0","0","0","0","0","0","0","9","1","0","0","0","0","0","0","0","06-11-2021"
"SP21","4212","1","Regular Academic Session","INFO","INFO-I","590","31834","TOPICS IN INFORMATICS","Terrell,Jennifer Anne","6","6",""," 3.500"," 3.910","66.7","50.0","50.0","0.0","0.0","0","2","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-11-2021"
"SP21","4212","3W1","Three Week","INFO","INFO-I","590","31850","TOPICS IN INFORMATICS","Caldeira,Clara","4","4","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","3W1","Three Week","INFO","INFO-I","590","31906","TOPICS IN INFORMATICS","Sabanovic,Selma","18","22",""," 4.000"," 3.819","31.6","100.0","0.0","0.0","0.0","4","0","18","0","0","0","0","0","0","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","06-11-2021"
"SP21","4212","13W","Thirteen Week","INFO","INFO-I","590","34752","TOPICS IN INFORMATICS","Patil,Sameer","2","9","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","13W","Thirteen Week","INFO","INFO-I","590","34757","TOPICS IN INFORMATICS","Ensmenger,Nathan","2","2","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","1","Regular Academic Session","INFO","INFO-I","590","36723","TOPICS IN INFORMATICS","Nti Asare,Isak","12","14",""," 4.000"," 3.876","0","100.0","0.0","0.0","0.0","2","0","12","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","06-11-2021"
"SP21","4212","1","Regular Academic Session","INFO","INFO-I","590","38440","TOPICS IN INFORMATICS","Haghverdi,Esfandiar","1","2","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","13W","Thirteen Week","INFO","INFO-I","590","6255","TOPICS IN INFORMATICS","Wood,Brian William","3","4","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","13W","Thirteen Week","INFO","INFO-I","590","8326","TOPICS IN INFORMATICS","Habeeb,Dana","5","6","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","1","Regular Academic Session","INFO","INFO-I","604","10708","HUMAN COMPTR INTERCT DSGN THRY","Stolterman Bergqvist,Erik Agnar","21","24",""," 3.943"," 3.899","86.4","100.0","0.0","0.0","0.0","3","7","10","4","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","06-11-2021"
"SP21","4212","1","Regular Academic Session","INFO","INFO-I","606","10075","NETWORK SCIENCE","Fortunato,Santo","17","20",""," 3.665"," 3.772","33.3","76.5","11.8","11.8","0.0","3","5","8","0","0","2","0","1","1","0","0","0","0","0","0","2","0","0","0","0","0","0","1","0","06-11-2021"
"SP21","4212","1","Regular Academic Session","INFO","INFO-I","609","10120","ADVANCED SEMINAR I INFORMATICS","Rocha,Luis M.","7","8",""," 3.443"," 3.871","71.4","57.1","42.9","0.0","0.0","1","1","1","2","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","06-11-2021"
"SP21","4212","13W","Thirteen Week","INFO","INFO-I","609","11972","ADVANCED SEMINAR I INFORMATICS","Chung,Christina","6","6",""," 4.000"," 3.935","100","100.0","0.0","0.0","0.0","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-11-2021"
"SP21","4212","13W","Thirteen Week","INFO","INFO-I","609","34760","ADVANCED SEMINAR I INFORMATICS","Nippert-Eng,Christena","6","8",""," 3.667"," 3.779","71.4","66.7","33.3","0.0","0.0","2","3","0","1","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","06-11-2021"
"SP21","4212","1","Regular Academic Session","INFO","INFO-I","692","2599","THESIS/PROJECT BIOINFORMATICS","Brendel,Volker","1","1","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","13W","Thirteen Week","INFO","INFO-I","694","11854","THESIS/PROJ HUM COMP INTERACTN","Hunsucker,Andy Joseph","18","20",""," 3.967"," 3.858","100","100.0","0.0","0.0","0.0","2","6","10","2","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","06-11-2021"
"SP21","4212","13W","Thirteen Week","INFO","INFO-I","694","2600","THESIS/PROJ HUM COMP INTERACTN","Hunsucker,Andy Joseph","25","26",""," 3.936"," 3.845","100","96.0","4.0","0.0","0.0","1","11","10","3","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","06-11-2021"
"SP21","4212","1","Regular Academic Session","INFO","INFO-I","698","4391","RESEARCH IN INFORMATICS","Sugimoto,Cassidy Rose","1","7","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","1","Regular Academic Session","INFO","INFO-I","699","4392","INDEPENDENT STUDY-INFORMATICS","Sugimoto,Cassidy Rose","1","10","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","1","Regular Academic Session","INFO","INFO-I","699","5096","INDEPENDENT STUDY-INFORMATICS","Sugimoto,Cassidy Rose","1","3","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","13W","Thirteen Week","INFO","INFO-I","709","34751","ADVANCED SEMINAR II INFORMATCS","Patil,Sameer","2","2","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","13W","Thirteen Week","INFO","INFO-I","709","34761","ADVANCED SEMINAR II INFORMATCS","Nippert-Eng,Christena","11","13",""," 3.909"," 3.905","76.9","90.9","9.1","0.0","0.0","2","5","5","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","06-11-2021"
"SP21","4212","1","Regular Academic Session","INFO","INFO-I","790","4744","INFORMATICS RESEARCH ROTATION","Sugimoto,Cassidy Rose","1","13","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","1","Regular Academic Session","INFO","INFO-I","790","5097","INFORMATICS RESEARCH ROTATION","Sugimoto,Cassidy Rose","1","5","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","1","Regular Academic Session","INFO","INFO-I","798","4393","PROFESSIONAL PRACT/INTERNSHIP","Sugimoto,Cassidy Rose","0","1","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","1","Regular Academic Session","INFO","INFO-I","890","4394","THESIS READINGS AND RESEARCH","Sugimoto,Cassidy Rose","0","20","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
"SP21","4212","1","Regular Academic Session","INFO","INFO-I","890","4891","THESIS READINGS AND RESEARCH","Sugimoto,Cassidy Rose","1","3","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-11-2021"
